group_name,session,feature,scenario,step,line_number,step_duration,timestamp,step_result,step_type
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400418842,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,2,1675400418842,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400418848,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,0,1675400418849,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I ""establish the MOCA connection here before any queries or MOCA steps start""",207,0,1675400418850,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify variable ""moca_server_connection"" is assigned",208,0,1675400418853,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I verify text http://4.193.179.220:6100/service ($moca_server_connection) is not equal to """"",209,0,1675400418854,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,Then I connect to MOCA at http://4.193.179.220:6100/service ($moca_server_connection) logged in as SUPER ($moca_credentials) with password SUPER ($moca_credentials),210,884,1675400418882,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I ""establish the database connection here before any queries or SQL steps start""",213,0,1675400419767,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify variable ""db_server_connection"" is assigned",214,0,1675400419769,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""set prt_client_id if not set already""",219,0,1675400419770,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify variable ""prt_client_id"" is assigned",220,0,1675400419771,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Else I assign CLIENTB ($client_id) to variable ""prt_client_id""",221,0,1675400419773,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""default the create and cleanup dataset settings""",224,0,1675400419774,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I assign value ""TRUE"" to unassigned variable ""create_data""",225,1,1675400419775,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I assign value ""TRUE"" to unassigned variable ""cleanup_data""",226,1,1675400419776,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""load the data management utilities""",228,0,1675400419777,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"When I assign ""Data Management Utilities.feature"" to variable ""import_file""",229,2,1675400419777,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Perform File Import""",230,286,1675400419780,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,0,1675400419782,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) Data Management Utilities.feature ($import_file)",284,1,1675400419782,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,1,1675400419783,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/Data Management Utilities.feature ($full_path_import_file) to variable ""import_file""",286,0,1675400419785,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,0,1675400419786,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400419788,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,0,1675400419789,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400419790,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,1,1675400419791,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400419794,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,0,1675400419796,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,42,1675400419798,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/Data Management Utilities.feature ($new_import_file) exists,307,12,1675400419842,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/Data Management Utilities.feature ($new_import_file),308,132,1675400419855,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,1,1675400419988,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,1,1675400419989,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400419991,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,1,1675400419993,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,47,1675400419994,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Data Management Utilities.feature ($new_import_file) exists,307,3,1675400420046,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,1,1675400420050,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400420052,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400420054,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,1,1675400420055,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""cleanup the working variables""",320,0,1675400420057,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I unassign variable ""new_import_file""",321,0,1675400420058,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory""",322,0,1675400420059,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""directory_token""",323,1,1675400420060,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",324,0,1675400420064,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""full_path_import_file""",325,2,1675400420064,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I ""default the Pre and Post validations settings and load utility""",232,0,1675400420067,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Given I assign value ""TRUE"" to unassigned variable ""pre_validations""",233,0,1675400420067,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"And I assign value ""TRUE"" to unassigned variable ""post_validations""",234,1,1675400420068,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"If I verify text TRUE ($pre_validations) is equal to ""FALSE""",235,0,1675400420070,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Else I ""import the validation utility files""",237,0,1675400420071,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Set Up Environment,"Then I execute scenario ""Validation Imports""",238,686,1675400420072,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Given I assign ""Pre Validation Utilities.feature"" to variable ""import_file""",924,1,1675400420073,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Validation Imports,"Then I execute scenario ""Perform File Import""",925,190,1675400420076,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I ""adjust import_file to location relative to utilities location""",283,1,1675400420080,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I assign variable ""full_path_import_file"" by combining Utilities/-/ ($utilities_directory_location) Pre Validation Utilities.feature ($import_file)",284,0,1675400420082,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I unassign variable ""import_file""",285,1,1675400420113,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign Utilities/-/Pre Validation Utilities.feature ($full_path_import_file) to variable ""import_file""",286,1,1675400420115,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I ""create feature_load_path, in reverse order of directory_load_path, if it does not exists yet""",288,1,1675400420117,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify variable ""feature_load_path"" is assigned",289,0,1675400420120,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"When I ""import files""",301,0,1675400420121,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign 1 to variable ""import_loop""",302,0,1675400420122,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""FALSE"" to variable ""file_imported""",303,1,1675400420123,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 1 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400420126,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Base ($directory) ""/""",305,1,1675400420129,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,44,1675400420131,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Base/Pre Validation Utilities.feature ($new_import_file) exists,307,9,1675400420178,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,Then I import scenarios from Utilities/Base/Pre Validation Utilities.feature ($new_import_file),308,5,1675400420189,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I assign ""TRUE"" to variable ""file_imported""",309,0,1675400420195,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,0,1675400420196,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 2 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,2,1675400420197,True,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I assign variable ""directory_token"" by combining ""/"" Custom ($directory) ""/""",305,1,1675400420200,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Given I execute Groovy ""new_import_file = import_file.replaceAll('/-/', directory_token).replaceAll('\\\\-\\\\', directory_token)""",306,37,1675400420201,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,If I verify file Utilities/Custom/Pre Validation Utilities.feature ($new_import_file) exists,307,3,1675400420240,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"And I increase variable ""import_loop""",311,3,1675400420244,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"While I assign 3 ($import_loop) th item from "","" delimited list Base,Custom ($feature_load_path) to variable ""directory""",304,1,1675400420248,False,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"Then I ""confirm a file was found and imported""",314,0,1675400420250,Pass,SCENARIO_STEP
,0-Feature,Feature: Verify Environment,Scenario: Perform File Import,"If I verify text TRUE ($file_imported) is equal to ""FALSE""",315,1,1675400420254,False,SCENARIO_STEP
